Unnamed: 0,study,subj,resp,rt,evidence,absevi,signevi,prevsignevi,prevabsevi,prevsignabsevi,prevresp,prevconf,conf,prevrespconf,accuracy,criterion_fluctuations
24,Recht_unpub,1,0,2.011750937,0.01,0.01,1,1,1.0,1.0,1,0.01,0.01,0.01,0,-0.21063252
25,Recht_unpub,1,0,1.301609039,-1.0,1.0,-1,1,0.01,0.01,-1,0.01,1.0,-0.01,1,-0.23692167
26,Recht_unpub,1,0,1.951717138,-1.0,1.0,-1,-1,1.0,-1.0,-1,1.0,0.01,-1.0,1,-0.25935018
27,Recht_unpub,1,0,1.131392956,-0.01,0.01,-1,-1,1.0,-1.0,-1,0.01,1.0,-0.01,1,-0.28470552
28,Recht_unpub,1,0,0.931239128,0.01,0.01,1,-1,0.01,-0.01,-1,1.0,1.0,-1.0,0,-0.2664106
29,Recht_unpub,1,0,0.761302948,-0.01,0.01,-1,1,0.01,0.01,-1,1.0,1.0,-1.0,1,-0.19447619
30,Recht_unpub,1,1,0.601432085,1.0,1.0,1,-1,0.01,-0.01,-1,1.0,1.0,-1.0,1,-0.04172425
31,Recht_unpub,1,1,0.720616102,0.01,0.01,1,1,1.0,1.0,1,1.0,1.0,1.0,1,0.063304216
32,Recht_unpub,1,0,0.82130003,-1.0,1.0,-1,1,0.01,0.01,1,1.0,1.0,1.0,1,0.089816906
33,Recht_unpub,1,1,1.201617003,0.01,0.01,1,-1,1.0,-1.0,-1,1.0,0.01,-1.0,1,0.17004955
34,Recht_unpub,1,1,0.651461124,-1.0,1.0,-1,1,0.01,0.01,1,0.01,0.01,0.01,0,0.18786556
35,Recht_unpub,1,0,1.291306973,-1.0,1.0,-1,-1,1.0,-1.0,1,0.01,1.0,0.01,1,0.076182075
36,Recht_unpub,1,1,0.941309929,1.0,1.0,1,-1,1.0,-1.0,-1,1.0,1.0,-1.0,1,0.037444066
37,Recht_unpub,1,0,0.801310062,-0.01,0.01,-1,1,1.0,1.0,1,1.0,0.01,1.0,1,-0.042011768
38,Recht_unpub,1,0,0.941398859,-1.0,1.0,-1,-1,0.01,-0.01,-1,0.01,1.0,-0.01,1,-0.014562102
39,Recht_unpub,1,1,2.712158918,1.0,1.0,1,-1,1.0,-1.0,-1,1.0,0.01,-1.0,1,0.052336264
40,Recht_unpub,1,1,0.921409845,0.01,0.01,1,1,1.0,1.0,1,0.01,1.0,0.01,1,0.093610466
41,Recht_unpub,1,1,0.721333981,1.0,1.0,1,1,0.01,0.01,1,1.0,1.0,1.0,1,0.05238879
42,Recht_unpub,1,0,1.051364899,-1.0,1.0,-1,1,1.0,1.0,1,1.0,0.01,1.0,1,-0.0038166174
43,Recht_unpub,1,1,0.651078939,-1.0,1.0,-1,-1,1.0,-1.0,-1,0.01,0.01,-0.01,0,-0.014224701
44,Recht_unpub,1,0,0.881251812,-0.01,0.01,-1,-1,1.0,-1.0,1,0.01,1.0,0.01,1,-0.21182482
45,Recht_unpub,1,0,2.601961136,1.0,1.0,1,-1,0.01,-0.01,-1,1.0,0.01,-1.0,0,-0.33085456
46,Recht_unpub,1,0,0.791049957,-0.01,0.01,-1,1,1.0,1.0,-1,0.01,1.0,-0.01,1,-0.3329986
47,Recht_unpub,1,0,1.100487948,-0.01,0.01,-1,-1,0.01,-0.01,-1,1.0,1.0,-1.0,1,-0.29415753
48,Recht_unpub,1,1,2.612226009,1.0,1.0,1,-1,0.01,-0.01,-1,1.0,0.01,-1.0,1,-0.20620565
49,Recht_unpub,1,0,0.701271057,-1.0,1.0,-1,1,1.0,1.0,1,0.01,1.0,0.01,1,-0.18228371
50,Recht_unpub,1,0,0.761107206,-1.0,1.0,-1,-1,1.0,-1.0,-1,1.0,1.0,-1.0,1,-0.14451544
51,Recht_unpub,1,1,0.6612041,1.0,1.0,1,-1,1.0,-1.0,-1,1.0,1.0,-1.0,1,-0.088242605
52,Recht_unpub,1,0,2.49206996,0.01,0.01,1,1,1.0,1.0,1,1.0,0.01,1.0,0,-0.08170313
53,Recht_unpub,1,0,1.061240196,-1.0,1.0,-1,1,0.01,0.01,-1,0.01,1.0,-0.01,1,0.018162055
54,Recht_unpub,1,1,0.63117218,0.01,0.01,1,-1,1.0,-1.0,-1,1.0,1.0,-1.0,1,0.1629195
55,Recht_unpub,1,1,0.991454125,0.01,0.01,1,1,0.01,0.01,1,1.0,1.0,1.0,1,0.23429373
56,Recht_unpub,1,1,1.131294966,-0.01,0.01,-1,1,0.01,0.01,1,1.0,1.0,1.0,0,0.26697326
57,Recht_unpub,1,1,0.681241036,-0.01,0.01,-1,-1,0.01,-0.01,1,1.0,1.0,1.0,0,0.247394
