Unnamed: 0,study,subj,resp,rt,evidence,absevi,signevi,prevsignevi,prevabsevi,prevsignabsevi,prevresp,prevconf,conf,prevrespconf,accuracy,criterion_fluctuations
9090,Denison_2018,5,1,0.395418199012056,-0.0864496082669205,0.0864496082669205,-1,-1,0.0454652956183448,-0.0454652956183448,-1,0.67,0.67,-0.67,0,-0.2505905
9091,Denison_2018,5,1,1.41328277497087,0.232141929518099,0.232141929518099,1,-1,0.0864496082669205,-0.0864496082669205,1,0.67,0.67,0.67,1,-0.29413277
9092,Denison_2018,5,0,0.168677797075361,-0.0319334362249412,0.0319334362249412,-1,1,0.232141929518099,0.232141929518099,1,0.67,0.67,0.67,1,-0.3492079
9093,Denison_2018,5,1,0.19686812593136,0.143352341575577,0.143352341575577,1,-1,0.0319334362249412,-0.0319334362249412,-1,0.67,0.67,-0.67,1,-0.34000006
9094,Denison_2018,5,0,0.234447812079452,-0.0131115318882481,0.0131115318882481,-1,1,0.143352341575577,0.143352341575577,1,0.67,0.67,0.67,1,-0.37590936
9095,Denison_2018,5,1,0.21065033308696,0.304393983665859,0.304393983665859,1,-1,0.0131115318882481,-0.0131115318882481,-1,0.67,0.67,-0.67,1,-0.3597842
9096,Denison_2018,5,0,0.227733094943687,-0.104051557309553,0.104051557309553,-1,1,0.304393983665859,0.304393983665859,1,0.67,0.67,0.67,1,-0.35355243
9097,Denison_2018,5,1,0.248614907031879,0.382417186859961,0.382417186859961,1,-1,0.104051557309553,-0.104051557309553,-1,0.67,0.67,-0.67,1,-0.31217393
9098,Denison_2018,5,1,1.33904492401052,-0.0100620838062779,0.0100620838062779,-1,1,0.382417186859961,0.382417186859961,1,0.67,0.67,0.67,0,-0.25764272
9099,Denison_2018,5,1,0.314515214064158,0.146741546188793,0.146741546188793,1,-1,0.0100620838062779,-0.0100620838062779,1,0.67,0.67,0.67,1,-0.26046512
9100,Denison_2018,5,1,0.439310592948459,0.246456500669153,0.246456500669153,1,1,0.146741546188793,0.146741546188793,1,0.67,0.67,0.67,1,-0.28827816
9101,Denison_2018,5,1,0.374436331912875,0.243456726896947,0.243456726896947,1,1,0.246456500669153,0.246456500669153,1,0.67,0.34,0.67,1,-0.30290386
9102,Denison_2018,5,1,0.374082493013702,-0.0710324457376717,0.0710324457376717,-1,1,0.243456726896947,0.243456726896947,1,0.34,0.67,0.34,0,-0.3139756
9103,Denison_2018,5,0,0.520658663008362,-0.0500845890638519,0.0500845890638519,-1,-1,0.0710324457376717,-0.0710324457376717,1,0.67,0.67,0.67,1,-0.42135298
9104,Denison_2018,5,0,0.147207688074559,0.0138366465866866,0.0138366465866866,1,-1,0.0500845890638519,-0.0500845890638519,-1,0.67,0.67,-0.67,0,-0.48816776
9105,Denison_2018,5,0,0.240826890920289,0.0933387211223077,0.0933387211223077,1,1,0.0138366465866866,0.0138366465866866,-1,0.67,0.67,-0.67,0,-0.5270822
9106,Denison_2018,5,0,0.197220572037622,-0.0302453407721909,0.0302453407721909,-1,1,0.0933387211223077,0.0933387211223077,-1,0.67,0.67,-0.67,1,-0.533172
9107,Denison_2018,5,0,0.153683401993476,-0.142828447966263,0.142828447966263,-1,-1,0.0302453407721909,-0.0302453407721909,-1,0.67,0.67,-0.67,1,-0.5275368
9108,Denison_2018,5,0,0.271033622906543,0.149785821829774,0.149785821829774,1,-1,0.142828447966263,-0.142828447966263,-1,0.67,0.67,-0.67,0,-0.53424525
9109,Denison_2018,5,0,0.218870148994029,-0.0443618915733354,0.0443618915733354,-1,1,0.149785821829774,0.149785821829774,-1,0.67,0.67,-0.67,1,-0.4848562
9110,Denison_2018,5,0,1.02252644300461,-0.0456504398868336,0.0456504398868336,-1,-1,0.0443618915733354,-0.0443618915733354,-1,0.67,0.67,-0.67,1,-0.41817805
